ORDER_ID,CUSTOMER_ID,ORDER_DATE,TOTAL_AMOUNT,DISCOUNT_AMOUNT,TAX_AMOUNT,STATUS,CREATED_AT
324,25,2025-10-02,0,8.9,21.29,COMPLETED,2025-04-13 15:18:04.0
325,26,2025-12-14,0,5.45,20.32,PENDING,2025-04-29 04:15:35.0
326,27,2025-04-18,0,16.22,28.87,COMPLETED,2025-09-01 12:26:53.0
327,28,2025-10-16,0,27.15,7.03,COMPLETED,2025-09-06 11:02:43.0
328,29,2026-01-12,0,15.87,13.8,COMPLETED,2026-01-05 05:27:55.0
329,30,2025-08-06,0,39.79,29.34,COMPLETED,2025-12-23 17:11:39.0
330,31,2025-05-30,0,23.36,27.05,CANCELLED,2025-11-16 16:14:09.0
331,32,2025-09-29,0,6.92,12.13,COMPLETED,2025-02-15 02:45:25.0
332,33,2025-06-21,0,28.8,16.21,COMPLETED,2025-11-27 16:11:46.0
333,34,2025-06-10,0,30.89,20.66,COMPLETED,2025-12-20 17:45:22.0
334,35,2025-09-15,0,21.16,18.65,COMPLETED,2025-12-05 15:30:30.0
335,36,2025-10-22,0,41.23,19.36,PENDING,2025-12-12 22:27:48.0
336,37,2025-03-05,0,24.9,17.03,COMPLETED,2025-02-17 19:05:20.0
337,38,2025-12-03,0,14.07,13.04,COMPLETED,2025-02-17 20:59:40.0
338,39,2025-07-16,0,31.91,27.35,COMPLETED,2025-09-01 02:14:21.0
339,40,2025-12-24,0,7.24,18.98,COMPLETED,2025-09-23 15:47:50.0
340,41,2025-04-04,0,26.85,15.25,CANCELLED,2025-03-13 20:54:26.0
341,42,2025-12-18,0,44.88,13.01,COMPLETED,2025-09-15 08:27:40.0
342,43,2025-06-07,0,7.25,4.59,COMPLETED,2025-05-17 07:04:53.0
343,44,2025-06-15,0,32.47,5.01,COMPLETED,2025-07-21 03:16:43.0
344,45,2025-03-09,0,25.31,2.71,COMPLETED,2025-08-20 22:57:01.0
345,46,2025-10-15,0,40.95,24.58,PENDING,2025-12-21 23:55:16.0
346,47,2025-11-27,0,24.49,15.28,COMPLETED,2025-05-22 03:28:53.0
347,48,2025-05-29,0,18.42,11.64,COMPLETED,2025-12-05 10:13:55.0
348,49,2025-03-11,0,9.49,28.29,COMPLETED,2025-09-28 09:32:59.0
349,50,2025-05-05,0,7.13,12.93,COMPLETED,2025-07-29 03:31:47.0
350,51,2025-07-17,0,35.46,17.32,CANCELLED,2025-05-07 07:36:17.0
351,52,2025-03-22,0,29.91,12.15,COMPLETED,2025-09-08 22:57:16.0
352,53,2025-12-25,0,48.54,23.14,COMPLETED,2025-09-26 13:28:50.0
353,54,2025-03-09,0,24.5,11.54,COMPLETED,2025-02-17 01:54:24.0
354,55,2025-02-12,0,49.26,15.02,COMPLETED,2025-05-05 09:01:19.0
355,56,2025-11-06,0,40.16,13.53,PENDING,2025-08-03 10:59:43.0
356,57,2025-11-18,0,7.92,28.59,COMPLETED,2025-10-06 07:23:53.0
357,58,2025-05-18,0,29.73,28.3,COMPLETED,2025-09-09 20:24:25.0
358,59,2025-11-26,0,32.99,3.45,COMPLETED,2025-12-23 04:04:36.0
359,60,2025-09-06,0,13.9,12.71,COMPLETED,2025-11-09 07:37:12.0
360,61,2025-08-19,0,16.52,28.35,CANCELLED,2025-07-24 00:12:24.0
361,62,2025-04-21,0,37.88,1.28,COMPLETED,2025-04-09 17:23:35.0
362,63,2025-12-13,0,24.09,29.54,COMPLETED,2025-02-27 18:12:12.0
363,64,2025-03-16,0,42.94,27.24,COMPLETED,2025-05-23 18:28:09.0
364,65,2025-04-17,0,28.14,28.75,COMPLETED,2025-07-25 13:56:10.0
365,66,2025-12-05,0,19.67,20.93,PENDING,2025-11-08 21:07:00.0
366,67,2025-06-11,0,43.16,11.22,COMPLETED,2025-10-31 06:45:11.0
367,68,2025-05-27,0,39.54,3.36,COMPLETED,2025-09-18 06:59:35.0
368,69,2025-10-17,0,24.2,5.83,COMPLETED,2025-02-13 04:25:09.0
369,70,2025-07-10,0,24.87,7.04,COMPLETED,2025-10-19 14:27:32.0
370,71,2025-07-18,0,47.1,5.22,CANCELLED,2025-07-19 10:34:11.0
371,72,2025-08-22,0,43.09,29.55,COMPLETED,2025-03-01 21:09:20.0
372,73,2025-11-23,0,6.87,16.24,COMPLETED,2025-07-30 16:07:10.0
373,74,2025-07-05,0,9.11,11.26,COMPLETED,2025-01-17 00:34:28.0
374,75,2025-12-05,0,18.3,20.58,COMPLETED,2025-09-02 13:46:14.0
375,76,2025-07-15,0,9.09,3.39,PENDING,2025-09-16 22:46:55.0
376,77,2025-03-08,0,11.78,23.95,COMPLETED,2025-09-10 12:41:58.0
377,78,2025-09-30,0,10.09,26.38,COMPLETED,2025-10-20 11:16:27.0
378,79,2025-08-01,0,9.61,28.72,COMPLETED,2025-07-15 23:40:21.0
379,80,2025-11-10,0,35.23,2.37,COMPLETED,2025-04-23 05:36:56.0
380,81,2025-02-22,0,44.5,20.04,CANCELLED,2025-11-17 02:51:38.0
381,82,2025-03-05,0,24.58,9.98,COMPLETED,2025-09-09 11:02:08.0
382,83,2025-04-24,0,42.87,9.07,COMPLETED,2026-01-08 20:27:21.0
383,84,2025-07-02,0,18.08,17.13,COMPLETED,2025-09-10 17:18:39.0
384,85,2025-12-12,0,47.15,24.98,COMPLETED,2025-05-10 21:36:36.0
385,86,2025-01-28,0,43.69,3.92,PENDING,2025-06-13 03:15:47.0
386,87,2025-11-21,0,26.66,28.59,COMPLETED,2025-05-04 00:29:00.0
387,88,2025-04-09,0,23.05,21.77,COMPLETED,2025-01-15 21:38:00.0
388,89,2025-11-10,0,19.93,16,COMPLETED,2025-09-04 13:39:34.0
389,90,2025-07-05,0,22.64,20.33,COMPLETED,2025-06-17 22:59:14.0
390,91,2025-01-16,0,8.13,11.17,CANCELLED,2025-03-21 01:54:26.0
391,92,2025-08-18,0,24.42,17.56,COMPLETED,2025-07-01 09:58:09.0
392,93,2025-12-29,0,40.23,6.03,COMPLETED,2025-11-25 09:37:26.0
393,94,2025-07-02,0,11.66,10.05,COMPLETED,2025-12-31 08:25:34.0
394,95,2025-09-03,0,32.37,25.69,COMPLETED,2025-05-31 02:16:04.0
395,96,2025-03-14,0,6.16,10.77,PENDING,2025-02-20 14:55:17.0
396,97,2025-11-10,0,40.79,11.64,COMPLETED,2025-12-22 05:23:12.0
397,98,2025-05-09,0,15.02,27.48,COMPLETED,2025-12-14 23:57:14.0
398,99,2026-01-10,0,12.99,15.34,COMPLETED,2025-09-02 04:53:48.0
399,100,2025-09-28,0,35.22,4.54,COMPLETED,2025-11-06 19:57:08.0
400,101,2025-10-08,0,10.62,25.03,CANCELLED,2025-09-27 03:28:41.0
401,102,2025-06-26,0,6.28,1.78,COMPLETED,2025-07-02 17:08:25.0
402,103,2025-02-04,0,21.59,29.39,COMPLETED,2025-09-02 14:09:42.0
403,104,2025-08-13,0,5.15,14.58,COMPLETED,2025-11-13 06:58:17.0
404,105,2025-03-03,0,37.29,26.39,COMPLETED,2025-12-12 01:22:41.0
405,106,2025-05-19,0,26.77,18.81,PENDING,2025-12-26 22:49:36.0
406,107,2025-01-27,0,35.06,15.37,COMPLETED,2025-03-18 20:58:34.0
407,108,2025-03-20,0,24.54,7.28,COMPLETED,2025-05-30 13:20:40.0
408,109,2025-04-20,0,35.59,27.59,COMPLETED,2025-08-25 03:56:40.0
409,110,2025-12-23,0,21.37,13.4,COMPLETED,2025-12-02 07:28:46.0
410,111,2025-11-13,0,20.57,13.2,CANCELLED,2025-12-06 23:24:04.0
411,112,2025-10-22,0,22.15,8.07,COMPLETED,2025-03-01 09:37:55.0
412,113,2025-02-20,0,21.65,14.04,COMPLETED,2025-02-02 08:09:41.0
413,114,2025-11-16,0,38.13,7.63,COMPLETED,2025-10-22 15:27:18.0
414,115,2025-03-29,0,19.58,4.42,COMPLETED,2025-08-31 06:23:24.0
415,116,2025-07-28,0,15.95,5.52,PENDING,2025-05-12 13:11:53.0
416,117,2025-12-25,0,45.31,22.69,COMPLETED,2025-07-24 15:29:57.0
417,118,2025-08-31,0,45.31,9.08,COMPLETED,2026-01-01 23:23:31.0
418,119,2025-12-20,0,18.34,6.41,COMPLETED,2025-02-26 03:44:01.0
419,120,2025-03-03,0,43.61,27.58,COMPLETED,2025-03-07 00:51:22.0
420,121,2025-12-29,0,47.54,23.29,CANCELLED,2025-01-22 14:34:40.0
421,122,2025-11-11,0,25.03,25.6,COMPLETED,2025-07-05 02:34:35.0
422,123,2026-01-11,0,6.57,22.87,COMPLETED,2025-07-08 06:58:04.0
423,124,2025-06-05,0,31.26,23.8,COMPLETED,2025-10-27 05:11:05.0
424,125,2025-10-16,0,12.59,17.6,COMPLETED,2025-06-10 15:43:19.0
425,126,2025-10-03,0,28.5,27.1,PENDING,2025-01-28 13:58:11.0
426,127,2025-05-14,0,33.64,24.94,COMPLETED,2026-01-05 01:57:03.0
427,128,2025-06-10,0,11.53,3.34,COMPLETED,2025-03-16 02:26:56.0
428,129,2025-10-06,0,44.9,10.97,COMPLETED,2025-05-26 23:24:29.0
429,130,2025-05-06,0,5.19,6.76,COMPLETED,2025-12-24 12:28:01.0
430,131,2025-02-07,0,27.6,29.69,CANCELLED,2025-01-22 23:20:39.0
431,132,2025-07-22,0,7.91,8,COMPLETED,2025-09-23 09:59:26.0
432,133,2025-07-27,0,39.16,14.72,COMPLETED,2025-11-21 20:13:46.0
433,134,2025-08-27,0,41.75,24.61,COMPLETED,2025-05-01 02:13:40.0
434,135,2025-06-14,0,31.74,29.87,COMPLETED,2025-04-09 02:13:56.0
435,136,2025-06-11,0,46.8,11.34,PENDING,2025-10-05 00:27:49.0
436,137,2025-02-11,0,9.41,5.36,COMPLETED,2025-09-26 23:43:28.0
437,138,2025-06-12,0,49.32,8.67,COMPLETED,2025-11-10 16:33:04.0
438,139,2025-05-13,0,30.27,17.44,COMPLETED,2025-04-12 05:39:24.0
439,140,2025-06-12,0,11.36,8.65,COMPLETED,2025-11-25 15:06:48.0
440,141,2025-08-21,0,18.44,5.71,CANCELLED,2025-01-22 19:11:25.0
441,142,2025-01-27,0,45.26,16.52,COMPLETED,2025-03-08 14:14:04.0
442,143,2025-07-21,0,20.26,12.55,COMPLETED,2025-10-03 00:57:09.0
443,144,2025-02-06,0,29.99,10.44,COMPLETED,2025-03-08 04:37:38.0
444,145,2025-06-08,0,11.28,8.81,COMPLETED,2025-12-19 03:18:38.0
445,146,2025-12-25,0,27.76,14.85,PENDING,2025-11-23 23:33:18.0
446,147,2025-09-17,0,6.8,27.05,COMPLETED,2025-01-25 11:41:28.0
447,148,2025-01-28,0,8.51,25.24,COMPLETED,2025-01-21 15:32:42.0
448,149,2025-02-21,0,12.09,22.44,COMPLETED,2025-06-25 12:04:36.0
449,150,2025-03-18,0,45.13,4.62,COMPLETED,2025-08-18 23:22:40.0
450,151,2025-08-06,0,29.68,17.65,CANCELLED,2025-07-06 23:11:19.0
451,152,2025-06-29,0,31.54,1.73,COMPLETED,2025-10-05 18:48:03.0
452,153,2025-05-02,0,42.63,24.87,COMPLETED,2025-05-25 21:02:49.0
453,154,2025-05-22,0,38.36,8.76,COMPLETED,2025-04-26 16:44:34.0
454,155,2025-09-11,0,7.72,28.3,COMPLETED,2025-02-11 16:45:53.0
455,156,2025-01-23,0,21.7,25.04,PENDING,2025-08-29 11:58:08.0
456,157,2025-07-15,0,11.18,25.1,COMPLETED,2025-04-12 01:36:20.0
457,158,2025-08-02,0,25.25,8.4,COMPLETED,2025-12-29 21:30:13.0
458,159,2025-05-07,0,42.95,18.04,COMPLETED,2025-06-11 21:47:40.0
459,160,2025-12-08,0,27.62,12.81,COMPLETED,2026-01-04 12:13:10.0
460,161,2025-02-27,0,37.46,18.5,CANCELLED,2025-06-06 07:52:27.0
461,162,2025-03-20,0,9.66,21.13,COMPLETED,2025-10-20 07:13:01.0
462,163,2025-10-25,0,35.64,14.69,COMPLETED,2025-03-28 15:08:00.0
463,164,2025-10-08,0,47.92,23.51,COMPLETED,2025-02-06 13:57:56.0
464,165,2025-05-07,0,23.22,9.04,COMPLETED,2025-01-18 04:42:56.0
465,166,2025-12-28,0,17.6,9.95,PENDING,2025-08-23 20:01:52.0
466,167,2025-05-10,0,23.48,7.55,COMPLETED,2025-04-17 05:36:10.0
467,168,2025-10-15,0,35.36,22.41,COMPLETED,2025-10-26 07:29:26.0
468,169,2025-04-02,0,29.52,16.21,COMPLETED,2025-03-30 04:10:24.0
469,170,2025-07-23,0,28.54,18.54,COMPLETED,2025-04-27 07:56:32.0
470,171,2025-03-20,0,18.63,17.04,CANCELLED,2025-04-29 03:11:00.0
471,172,2025-08-18,0,6.4,29.16,COMPLETED,2025-08-29 08:54:00.0
472,173,2025-10-14,0,43.92,17.72,COMPLETED,2025-11-24 03:59:07.0
473,174,2025-04-02,0,37.21,12.92,COMPLETED,2025-06-24 03:29:54.0
474,175,2025-11-25,0,42.32,11.07,COMPLETED,2025-12-20 08:28:18.0
475,176,2025-04-04,0,24.46,13.94,PENDING,2025-01-13 14:39:25.0
476,177,2025-10-22,0,49.85,18.06,COMPLETED,2025-04-19 02:42:30.0
477,178,2025-07-22,0,22.15,19.81,COMPLETED,2025-07-12 23:24:29.0
478,179,2025-04-29,0,42.37,21.21,COMPLETED,2025-08-03 23:16:50.0
479,180,2025-09-21,0,17.59,23.13,COMPLETED,2025-02-08 16:17:36.0
480,181,2025-10-04,0,41.11,26.46,CANCELLED,2026-01-02 16:05:13.0
481,182,2025-08-23,0,11.73,23.35,COMPLETED,2025-02-13 22:12:06.0
482,183,2025-08-29,0,44.24,25.81,COMPLETED,2025-10-12 12:01:19.0
483,184,2025-01-29,0,7.3,21.72,COMPLETED,2025-12-27 12:15:10.0
484,185,2025-09-25,0,11.37,13.97,COMPLETED,2025-02-25 23:36:49.0
485,186,2025-08-15,0,32.89,26.47,PENDING,2025-01-29 09:59:23.0
486,187,2025-05-04,0,17.31,17.8,COMPLETED,2025-12-09 06:24:02.0
487,188,2025-01-15,0,12.84,15.04,COMPLETED,2025-08-17 02:02:30.0
488,189,2025-05-27,0,15.14,3.63,COMPLETED,2025-11-12 01:40:44.0
489,190,2025-06-14,0,14.76,27.49,COMPLETED,2025-06-08 04:05:04.0
490,191,2025-03-02,0,24.99,29.71,CANCELLED,2025-08-08 02:49:27.0
491,192,2025-08-08,0,21.34,16.89,COMPLETED,2026-01-09 19:53:21.0
492,193,2025-01-23,0,11.48,10.4,COMPLETED,2025-04-24 03:22:55.0
493,194,2025-02-19,0,33.86,26.65,COMPLETED,2025-01-24 00:32:54.0
494,195,2025-12-15,0,25.58,4.51,COMPLETED,2025-08-24 23:04:47.0
495,196,2025-09-16,0,16.46,10.32,PENDING,2026-01-10 09:05:30.0
496,197,2025-12-08,0,47.58,13.22,COMPLETED,2025-06-30 18:44:30.0
497,198,2025-10-07,0,33.25,19.67,COMPLETED,2025-11-12 07:54:32.0
498,199,2025-06-13,0,24.67,10.07,COMPLETED,2025-03-11 03:16:21.0
499,200,2025-01-19,0,24.18,28.94,COMPLETED,2025-05-14 15:22:01.0
500,201,2025-08-13,0,45.66,24.71,CANCELLED,2025-02-20 16:32:49.0
501,202,2025-03-21,0,21.57,11.99,COMPLETED,2025-04-29 21:39:13.0
502,203,2025-05-09,0,14.52,17.09,COMPLETED,2025-02-16 17:49:08.0
503,204,2025-07-24,0,15.56,18.56,COMPLETED,2025-01-25 21:44:21.0
504,205,2025-08-23,0,23.52,29.13,COMPLETED,2025-05-02 16:58:39.0
505,206,2025-01-16,0,13.63,6.09,PENDING,2025-06-23 14:32:15.0
506,207,2025-06-14,0,33.67,17.47,COMPLETED,2025-02-25 07:59:53.0
507,208,2025-12-18,0,43.16,19.51,COMPLETED,2025-07-16 20:55:20.0
508,209,2025-09-03,0,47.24,9.15,COMPLETED,2025-11-22 17:46:37.0
509,210,2025-05-30,0,36.51,21.69,COMPLETED,2025-04-03 14:03:44.0
510,211,2025-11-16,0,48.94,13.86,CANCELLED,2025-04-18 09:01:40.0
511,212,2025-03-04,0,16.22,4.88,COMPLETED,2025-01-22 06:06:52.0
512,213,2025-03-09,0,17.73,16.79,COMPLETED,2025-01-23 02:48:44.0
513,214,2025-06-01,0,11.25,7.51,COMPLETED,2025-01-13 23:34:29.0
514,215,2025-06-29,0,22.35,23.54,COMPLETED,2025-02-25 00:35:28.0
515,216,2025-10-25,0,5.77,6.83,PENDING,2025-12-27 15:53:44.0
516,217,2025-11-18,0,42.62,2.32,COMPLETED,2025-12-09 02:17:35.0
517,218,2025-02-06,0,19.36,22.63,COMPLETED,2025-06-26 22:22:02.0
518,219,2025-08-24,0,23.61,13.74,COMPLETED,2025-03-07 21:29:16.0
519,220,2025-08-04,0,18.92,16.47,COMPLETED,2025-08-09 00:25:44.0
520,221,2025-02-11,0,10.05,25.82,CANCELLED,2025-05-07 22:08:15.0
521,222,2025-01-18,0,43.83,15.27,COMPLETED,2025-02-18 07:28:05.0
522,223,2025-09-16,0,7.64,1.66,COMPLETED,2025-03-13 00:03:09.0
523,224,2025-04-26,0,46.16,24.88,COMPLETED,2025-09-22 08:31:42.0
524,225,2025-03-22,0,27,25.18,COMPLETED,2025-03-28 05:27:29.0
525,226,2025-06-19,0,44.59,16.2,PENDING,2025-10-18 08:54:26.0
526,227,2025-05-03,0,49.27,24.98,COMPLETED,2025-12-21 22:26:25.0
527,228,2025-08-02,0,39.11,13.43,COMPLETED,2025-07-28 17:47:22.0
528,229,2025-07-15,0,33.5,17.5,COMPLETED,2025-10-30 13:02:10.0
529,230,2025-02-26,0,36.2,28.41,COMPLETED,2025-07-23 20:59:07.0
530,231,2025-02-20,0,8.06,28.08,CANCELLED,2025-05-20 02:14:15.0
531,232,2025-10-19,0,30.62,25.83,COMPLETED,2025-10-31 14:41:55.0
532,233,2025-02-17,0,17.29,19.87,COMPLETED,2026-01-08 23:54:28.0
533,234,2025-11-04,0,7.59,20.33,COMPLETED,2025-06-02 00:25:39.0
534,235,2025-12-08,0,35.72,22.6,COMPLETED,2025-08-07 01:55:22.0
535,236,2025-05-31,0,46.43,11.51,PENDING,2025-03-19 09:00:37.0
536,237,2025-05-05,0,31.61,2.23,COMPLETED,2025-06-09 02:37:39.0
537,238,2025-06-05,0,39.59,23.69,COMPLETED,2025-04-30 04:21:52.0
538,239,2025-06-23,0,39.54,14.04,COMPLETED,2025-03-26 11:38:21.0
539,240,2025-08-01,0,22.12,13.67,COMPLETED,2025-06-08 09:22:30.0
540,241,2025-10-11,0,26.49,3,CANCELLED,2025-05-25 10:58:46.0
541,242,2025-03-21,0,9.28,3.25,COMPLETED,2025-06-10 09:27:47.0
542,243,2025-09-19,0,19.12,19.51,COMPLETED,2025-07-14 05:39:51.0
543,244,2025-06-03,0,18.84,9.58,COMPLETED,2025-06-13 01:02:46.0
544,245,2025-05-17,0,48.93,8.23,COMPLETED,2025-03-12 02:35:55.0
545,246,2025-09-11,0,33.74,27.31,PENDING,2025-07-29 05:21:57.0
546,247,2025-12-28,0,9.52,24.54,COMPLETED,2025-05-25 03:03:55.0
547,248,2025-08-06,0,9.65,7.26,COMPLETED,2025-09-06 01:42:13.0
548,249,2025-11-15,0,41.62,3.11,COMPLETED,2025-08-06 17:01:43.0
549,250,2026-01-06,0,24.8,13.05,COMPLETED,2026-01-09 14:57:18.0
550,251,2025-02-17,0,35.64,3.84,CANCELLED,2025-10-23 16:55:46.0
551,252,2025-12-15,0,8.52,9.51,COMPLETED,2025-10-25 18:08:39.0
552,253,2025-04-16,0,36.46,19.67,COMPLETED,2025-03-31 23:15:02.0
553,254,2026-01-05,0,20.48,2.7,COMPLETED,2025-09-26 03:32:13.0
554,255,2025-06-16,0,44.63,9,COMPLETED,2025-10-12 05:09:47.0
555,256,2025-11-01,0,18.21,28.45,PENDING,2025-07-23 01:47:04.0
556,257,2025-11-27,0,37,28.17,COMPLETED,2025-05-28 06:22:31.0
557,258,2025-04-15,0,37.02,18.23,COMPLETED,2025-06-21 00:25:38.0
558,259,2025-05-18,0,20.63,2.85,COMPLETED,2025-08-14 17:59:07.0
559,260,2025-04-26,0,14.02,20.6,COMPLETED,2025-04-01 21:03:22.0
560,261,2025-03-27,0,25.51,13.34,CANCELLED,2025-07-30 01:15:35.0
561,262,2025-08-02,0,17.36,19.86,COMPLETED,2025-04-18 17:12:22.0
562,263,2025-05-04,0,20.68,21,COMPLETED,2025-10-26 13:05:02.0
563,264,2025-04-20,0,21.29,15.05,COMPLETED,2025-12-31 15:35:53.0
564,265,2025-08-22,0,6.57,25.7,COMPLETED,2025-03-18 15:00:04.0
565,266,2025-03-31,0,44.94,23.64,PENDING,2025-08-19 13:32:43.0
566,267,2025-12-26,0,36.84,6.84,COMPLETED,2025-04-19 12:40:02.0
567,268,2025-06-28,0,38.06,3.39,COMPLETED,2025-08-28 02:03:06.0
568,269,2025-09-12,0,36.56,21.61,COMPLETED,2025-05-22 10:51:19.0
569,270,2025-06-19,0,31.86,7.23,COMPLETED,2025-03-19 08:00:55.0
570,271,2025-12-21,0,33.2,25.47,CANCELLED,2025-07-21 08:33:11.0
571,272,2025-12-16,0,8.54,18.31,COMPLETED,2025-12-25 16:21:12.0
572,273,2025-08-26,0,46.19,7.9,COMPLETED,2025-07-12 00:51:32.0
573,274,2025-12-11,0,25.55,6.38,COMPLETED,2025-03-10 13:52:53.0
574,275,2025-11-14,0,33.21,6.61,COMPLETED,2025-01-16 11:42:59.0
575,276,2026-01-09,0,37.98,4.36,PENDING,2026-01-01 05:27:45.0
576,277,2025-12-25,0,23.02,25.94,COMPLETED,2025-09-24 17:01:13.0
577,278,2025-01-28,0,36.46,25.78,COMPLETED,2025-08-01 03:40:46.0
578,279,2025-05-16,0,36.3,9.84,COMPLETED,2025-03-04 07:02:57.0
579,280,2025-01-25,0,22,14.05,COMPLETED,2025-08-09 10:49:15.0
580,281,2025-05-30,0,24.77,8.05,CANCELLED,2025-05-27 05:59:26.0
581,282,2025-11-03,0,17.06,7.48,COMPLETED,2025-07-14 12:11:33.0
582,283,2025-09-15,0,45.69,19.49,COMPLETED,2025-06-16 08:19:13.0
583,284,2025-09-14,0,19.88,25.73,COMPLETED,2025-12-03 15:04:41.0
584,285,2026-01-02,0,36.67,23.7,COMPLETED,2025-12-31 17:07:04.0
585,286,2025-04-04,0,25.32,15.51,PENDING,2025-12-27 12:58:23.0
586,287,2025-06-04,0,29.43,11.73,COMPLETED,2025-12-23 17:00:01.0
587,288,2025-03-14,0,33.6,8.96,COMPLETED,2025-04-01 05:06:45.0
588,289,2025-12-19,0,24.64,19.11,COMPLETED,2025-10-31 12:05:20.0
589,290,2026-01-12,0,20.27,16.4,COMPLETED,2025-08-27 20:10:54.0
590,291,2025-09-23,0,27.38,26.49,CANCELLED,2025-09-29 09:14:59.0
591,292,2026-01-01,0,36.83,17.27,COMPLETED,2025-05-06 18:19:53.0
592,293,2025-08-20,0,8.95,26.97,COMPLETED,2025-04-16 15:35:07.0
593,294,2025-03-16,0,47.76,14.7,COMPLETED,2025-10-19 07:09:33.0
594,295,2025-01-19,0,32.58,20.92,COMPLETED,2026-01-03 01:58:20.0
595,296,2025-02-17,0,27.41,9.31,PENDING,2025-08-21 22:38:52.0
596,297,2025-09-10,0,16.78,23.56,COMPLETED,2025-09-14 04:13:52.0
597,298,2025-05-13,0,22.27,15.14,COMPLETED,2025-09-13 15:25:34.0
598,299,2025-10-31,0,34.78,10.31,COMPLETED,2025-03-24 11:24:39.0
599,300,2025-11-15,0,7.77,22.25,COMPLETED,2026-01-08 16:43:20.0
600,1,2025-05-27,0,16.95,24.16,CANCELLED,2025-05-15 19:52:31.0
601,2,2025-06-13,0,38.62,1.6,COMPLETED,2025-12-25 21:29:55.0
602,3,2025-12-25,0,19.01,7.57,COMPLETED,2025-02-17 09:41:08.0
603,4,2025-03-13,0,41.78,23.4,COMPLETED,2025-05-22 13:43:46.0
604,5,2025-04-11,0,34.56,18.96,COMPLETED,2025-05-02 16:22:46.0
605,6,2025-12-10,0,7.19,1.6,PENDING,2025-06-07 21:02:02.0
606,7,2025-04-14,0,14.75,17,COMPLETED,2025-01-17 19:55:38.0
607,8,2026-01-08,0,14.23,8.09,COMPLETED,2025-06-03 09:23:34.0
608,9,2025-02-26,0,26.84,21,COMPLETED,2025-07-18 11:05:22.0
609,10,2025-10-15,0,18.82,13.84,COMPLETED,2025-08-23 13:39:10.0
610,11,2025-06-17,0,5.19,7.81,CANCELLED,2025-07-11 18:13:40.0
611,12,2025-10-31,0,16.71,29.35,COMPLETED,2025-01-27 21:39:37.0
612,13,2025-09-18,0,47.32,15.73,COMPLETED,2025-10-13 13:54:57.0
613,14,2025-12-03,0,38.91,18.72,COMPLETED,2025-08-27 02:40:20.0
614,15,2025-07-20,0,20.76,19.91,COMPLETED,2025-06-09 00:06:59.0
615,16,2025-01-30,0,16.93,20.18,PENDING,2025-02-08 19:21:35.0
616,17,2025-03-28,0,46.23,12.4,COMPLETED,2025-12-13 09:55:13.0
617,18,2025-11-28,0,14.69,2.02,COMPLETED,2025-09-13 12:43:36.0
618,19,2025-05-16,0,43.43,7.02,COMPLETED,2025-09-28 03:16:45.0
619,20,2025-09-22,0,49.92,17.27,COMPLETED,2025-12-18 17:40:06.0
620,21,2025-11-16,0,7.68,7.9,CANCELLED,2025-11-29 02:29:30.0
621,22,2025-01-28,0,43.5,29.8,COMPLETED,2025-09-03 05:04:55.0
622,23,2025-03-14,0,20.38,3.51,COMPLETED,2025-11-01 13:41:18.0
623,24,2025-06-18,0,9.68,10.21,COMPLETED,2025-08-30 22:12:41.0
624,25,2025-02-11,0,33.25,18.11,COMPLETED,2025-09-15 23:35:33.0
625,26,2025-07-23,0,5.57,9.49,PENDING,2025-01-20 21:50:50.0
626,27,2025-03-29,0,37.19,16.72,COMPLETED,2025-08-12 21:52:33.0
627,28,2025-04-13,0,12.74,14,COMPLETED,2025-05-24 17:57:18.0
628,29,2025-08-16,0,45.05,21.86,COMPLETED,2025-02-14 20:43:01.0
629,30,2025-11-29,0,34.45,9.36,COMPLETED,2025-05-27 08:23:36.0
630,31,2025-10-10,0,26.59,9.13,CANCELLED,2025-05-03 23:13:48.0
631,32,2025-09-18,0,20.88,21.36,COMPLETED,2025-06-14 19:33:43.0
632,33,2025-07-21,0,40.9,18.92,COMPLETED,2025-04-01 22:08:01.0
633,34,2026-01-08,0,43.42,2.38,COMPLETED,2025-01-31 02:35:27.0
634,35,2025-04-05,0,40.09,16.69,COMPLETED,2025-04-28 21:05:51.0
635,36,2026-01-02,0,24.86,1,PENDING,2025-10-15 02:29:16.0
636,37,2025-10-20,0,41.27,4.15,COMPLETED,2025-05-05 08:29:02.0
637,38,2025-04-11,0,32.27,1.06,COMPLETED,2025-11-08 12:54:01.0
638,39,2025-12-04,0,44.17,1.64,COMPLETED,2025-03-29 04:02:28.0
639,40,2025-09-01,0,49.77,17.27,COMPLETED,2025-10-03 22:17:47.0
640,41,2025-07-09,0,12.19,6.91,CANCELLED,2025-04-09 20:23:16.0
641,42,2026-01-03,0,27.31,18.14,COMPLETED,2025-11-06 04:30:51.0
642,43,2025-05-13,0,16.73,19.03,COMPLETED,2025-11-19 12:50:30.0
643,44,2025-12-08,0,17.98,26.46,COMPLETED,2025-07-18 05:49:01.0
644,45,2025-09-30,0,22.5,12.29,COMPLETED,2025-12-15 04:58:13.0
645,46,2025-01-28,0,36.68,23.04,PENDING,2025-06-11 21:43:23.0
646,47,2025-05-14,0,33.79,17.8,COMPLETED,2025-08-28 09:20:42.0
647,48,2025-03-09,0,32.4,7.61,COMPLETED,2025-09-29 15:17:58.0
648,49,2025-02-04,0,38.52,14.72,COMPLETED,2025-12-24 00:34:54.0
