ORDER_ITEM_ID,ORDER_ID,PRODUCT_ID,QUANTITY,UNIT_PRICE
1136,1137,137,2,375.45
1137,1138,138,3,477.71
1138,1139,139,4,155.44
1139,1140,140,5,276.92
1140,1141,141,1,14.41
1141,1142,142,2,331.21
1142,1143,143,3,383.02
1143,1144,144,4,189.76
1144,1145,145,5,43.94
1145,1146,146,1,46.11
1146,1147,147,2,70.83
1147,1148,148,3,394.44
1148,1149,149,4,125.69
1149,1150,150,5,441.04
1150,1151,151,1,430.01
1151,1152,152,2,305.60
1152,1153,153,3,86.62
1153,1154,154,4,43.51
1154,1155,155,5,490.50
1155,1156,156,1,417.78
1156,1157,157,2,135.12
1157,1158,158,3,114.19
1158,1159,159,4,486.07
1159,1160,160,5,17.90
1160,1161,161,1,460.72
1161,1162,162,2,216.67
1162,1163,163,3,234.26
1163,1164,164,4,222.70
1164,1165,165,5,403.79
1165,1166,166,1,234.52
1166,1167,167,2,208.68
1167,1168,168,3,470.74
1168,1169,169,4,100.04
1169,1170,170,5,31.10
1170,1171,171,1,318.62
1171,1172,172,2,15.25
1172,1173,173,3,74.51
1173,1174,174,4,75.66
1174,1175,175,5,45.25
1175,1176,176,1,480.52
1176,1177,177,2,151.33
1177,1178,178,3,480.98
1178,1179,179,4,438.63
1179,1180,180,5,475.94
1180,1181,181,1,163.07
1181,1182,182,2,194.73
1182,1183,183,3,473.40
1183,1184,184,4,283.26
1184,1185,185,5,345.90
1185,1186,186,1,176.18
1186,1187,187,2,181.88
1187,1188,188,3,154.58
1188,1189,189,4,423.87
1189,1190,190,5,181.60
1190,1191,191,1,141.02
1191,1192,192,2,336.17
1192,1193,193,3,194.39
1193,1194,194,4,379.70
1194,1195,195,5,489.61
1195,1196,196,1,408.20
1196,1197,197,2,65.73
1197,1198,198,3,91.71
1198,1199,199,4,160.50
1199,1200,200,5,133.98
1200,1201,1,1,67.21
1201,1202,2,2,379.44
1202,1203,3,3,399.70
1203,1204,4,4,190.20
1204,1205,5,5,16.70
1205,1206,6,1,465.26
1206,1207,7,2,286.12
1207,1208,8,3,227.95
1208,1209,9,4,24.49
1209,1210,10,5,429.13
1210,1211,11,1,393.72
1211,1212,12,2,288.20
1212,1213,13,3,298.92
1213,1214,14,4,459.47
1214,1215,15,5,291.16
1215,1216,16,1,306.62
1216,1217,17,2,382.86
1217,1218,18,3,406.13
1218,1219,19,4,367.28
1219,1220,20,5,327.67
1220,1221,21,1,406.12
1221,1222,22,2,339.71
1222,1223,23,3,306.90
1223,1224,24,4,284.43
1224,1225,25,5,400.80
1225,1226,26,1,308.23
1226,1227,27,2,413.45
1227,1228,28,3,130.24
1228,1229,29,4,157.37
1229,1230,30,5,195.75
1230,1231,31,1,114.50
1231,1232,32,2,208.54
1232,1233,33,3,360.42
1233,1234,34,4,338.32
1234,1235,35,5,166.14
1235,1236,36,1,169.77
1236,1237,37,2,160.00
1237,1238,38,3,259.53
1238,1239,39,4,11.21
1239,1240,40,5,360.40
1240,1241,41,1,105.31
1241,1242,42,2,75.59
1242,1243,43,3,432.78
1243,1244,44,4,222.80
1244,1245,45,5,141.07
1245,1246,46,1,422.19
1246,1247,47,2,142.78
1247,1248,48,3,77.24
1248,1249,49,4,285.83
1249,1250,50,5,356.89
1250,1251,51,1,235.87
1251,1252,52,2,461.85
1252,1253,53,3,421.42
1253,1254,54,4,457.40
1254,1255,55,5,408.40
1255,1256,56,1,458.02
1256,1257,57,2,187.67
1257,1258,58,3,313.15
1258,1259,59,4,310.44
1259,1260,60,5,164.07
1260,1261,61,1,161.02
1261,1262,62,2,390.62
1262,1263,63,3,426.50
1263,1264,64,4,374.92
1264,1265,65,5,267.45
1265,1266,66,1,59.85
1266,1267,67,2,447.97
1267,1268,68,3,448.92
1268,1269,69,4,219.00
1269,1270,70,5,292.38
1270,1271,71,1,167.02
1271,1272,72,2,478.16
1272,1273,73,3,471.73
1273,1274,74,4,300.05
1274,1275,75,5,50.46
1275,1276,76,1,47.19
1276,1277,77,2,261.90
1277,1278,78,3,439.69
1278,1279,79,4,351.67
1279,1280,80,5,186.63
1280,1281,81,1,165.12
1281,1282,82,2,149.33
1282,1283,83,3,92.09
1283,1284,84,4,78.78
1284,1285,85,5,153.15
1285,1286,86,1,22.90
1286,1287,87,2,166.56
1287,1288,88,3,48.10
1288,1289,89,4,151.47
1289,1290,90,5,466.58
1290,1291,91,1,323.85
1291,1292,92,2,311.01
1292,1293,93,3,150.15
1293,1294,94,4,427.71
1294,1295,95,5,235.31
1295,1296,96,1,362.76
1296,1297,97,2,125.45
1297,1298,98,3,380.75
1298,1299,99,4,171.71
1299,1300,100,5,350.06
1300,1301,101,1,214.57
1301,1302,102,2,299.80
1302,1303,103,3,55.41
1303,1304,104,4,257.56
1304,1305,105,5,156.94
1305,1306,106,1,276.33
1306,1307,107,2,499.03
1307,1308,108,3,183.31
1308,1309,109,4,397.09
1309,1310,110,5,260.07
1310,1311,111,1,144.65
1311,1312,112,2,342.79
1312,1313,113,3,452.48
1313,1314,114,4,392.53
1314,1315,115,5,232.85
1315,1316,116,1,304.17
1316,1317,117,2,403.52
1317,1318,118,3,93.06
1318,1319,119,4,413.01
1319,1320,120,5,408.92
1320,1321,121,1,26.43
1321,1322,122,2,271.82
1322,1323,123,3,259.93
1323,1324,124,4,359.14
1324,1325,125,5,220.09
1325,1326,126,1,392.33
1326,1327,127,2,340.92
1327,1328,128,3,97.17
1328,1329,129,4,180.80
1329,1330,130,5,212.18
1330,1331,131,1,387.25
1331,1332,132,2,466.47
1332,1333,133,3,239.49
1333,1334,134,4,397.08
1334,1335,135,5,434.19
1335,1336,136,1,312.06
1336,1337,137,2,415.66
1337,1338,138,3,91.12
1338,1339,139,4,252.10
1339,1340,140,5,50.24
1340,1341,141,1,272.98
1341,1342,142,2,301.21
1342,1343,143,3,380.89
1343,1344,144,4,103.95
1344,1345,145,5,359.11
1345,1346,146,1,56.70
1346,1347,147,2,115.18
1347,1348,148,3,53.67
1348,1349,149,4,20.77
1349,1350,150,5,148.33
1350,1351,151,1,271.68
1351,1352,152,2,141.88
1352,1353,153,3,152.56
1353,1354,154,4,421.64
1354,1355,155,5,209.21
1355,1356,156,1,424.66
1356,1357,157,2,192.13
1357,1358,158,3,386.32
1358,1359,159,4,344.73
1359,1360,160,5,327.75
1360,1361,161,1,478.51
1361,1362,162,2,386.29
1362,1363,163,3,149.78
1363,1364,164,4,136.58
1364,1365,165,5,157.15
1365,1366,166,1,78.84
1366,1367,167,2,154.85
1367,1368,168,3,368.14
1368,1369,169,4,473.66
1369,1370,170,5,474.95
1370,1371,171,1,344.41
1371,1372,172,2,176.50
1372,1373,173,3,384.27
1373,1374,174,4,293.90
1374,1375,175,5,12.87
1375,1376,176,1,375.55
1376,1377,177,2,318.52
1377,1378,178,3,365.11
1378,1379,179,4,402.82
1379,1380,180,5,230.85
1380,1381,181,1,40.66
1381,1382,182,2,112.60
1382,1383,183,3,229.06
1383,1384,184,4,323.37
1384,1385,185,5,133.82
1385,1386,186,1,96.46
1386,1387,187,2,391.12
1387,1388,188,3,421.62
1388,1389,189,4,283.40
1389,1390,190,5,278.92
1390,1391,191,1,139.81
1391,1392,192,2,394.17
1392,1393,193,3,467.41
1393,1394,194,4,391.88
1394,1395,195,5,176.82
1395,1396,196,1,420.12
1396,1397,197,2,370.05
1397,1398,198,3,35.74
1398,1399,199,4,462.09
1399,1400,200,5,332.77
1400,1401,1,1,31.65
1401,1402,2,2,449.60
1402,1403,3,3,220.17
1403,1404,4,4,395.03
1404,1405,5,5,432.23
1405,1406,6,1,274.55
1406,1407,7,2,17.43
1407,1408,8,3,461.08
1408,1409,9,4,286.76
1409,1410,10,5,112.02
1410,1411,11,1,155.51
1411,1412,12,2,222.79
1412,1413,13,3,488.92
1413,1414,14,4,73.79
1414,1415,15,5,151.11
1415,1416,16,1,112.33
1416,1417,17,2,472.74
1417,1418,18,3,40.90
1418,1419,19,4,58.20
1419,1420,20,5,430.55
1420,1421,21,1,347.76
1421,1422,22,2,284.66
1422,1423,23,3,262.30
1423,1424,24,4,441.07
1424,1425,25,5,366.83
1425,1426,26,1,21.24
1426,1427,27,2,96.62
1427,1428,28,3,254.32
1428,1429,29,4,319.65
1429,1430,30,5,464.96
1430,1431,31,1,208.32
1431,1432,32,2,340.17
1432,1433,33,3,314.71
1433,1434,34,4,122.99
1434,1435,35,5,125.89
1435,1436,36,1,462.89
1436,1437,37,2,377.15
1437,1438,38,3,236.49
1438,1439,39,4,284.45
1439,1440,40,5,410.57
1440,1441,41,1,198.48
1441,1442,42,2,46.63
1442,1443,43,3,144.41
1443,1444,44,4,272.32
1444,1445,45,5,342.71
1445,1446,46,1,280.92
1446,1447,47,2,496.50
1447,1448,48,3,440.15
1448,1449,49,4,422.78
1449,1450,50,5,225.02
1450,1451,51,1,350.67
1451,1452,52,2,217.81
1452,1453,53,3,310.41
1453,1454,54,4,224.39
1454,1455,55,5,273.84
1455,1456,56,1,388.48
1456,1457,57,2,460.83
1457,1458,58,3,306.79
1458,1459,59,4,149.35
1459,1460,60,5,251.88
1460,1461,61,1,239.51
1461,1462,62,2,215.75
1462,1463,63,3,301.25
1463,1464,64,4,101.46
1464,1465,65,5,225.01
1465,1466,66,1,271.40
1466,1467,67,2,185.68
1467,1468,68,3,366.07
1468,1469,69,4,300.27
1469,1470,70,5,425.56
1470,1471,71,1,22.90
1471,1472,72,2,171.23
1472,1473,73,3,77.53
1473,1474,74,4,192.60
1474,1475,75,5,202.87
1475,1476,76,1,190.47
1476,1477,77,2,65.59
1477,1478,78,3,258.80
1478,1479,79,4,381.22
1479,1480,80,5,289.61
1480,1481,81,1,236.26
1481,1482,82,2,437.29
1482,1483,83,3,462.13
1483,1484,84,4,130.05
1484,1485,85,5,189.35
1485,1486,86,1,472.16
1486,1487,87,2,228.65
1487,1488,88,3,275.54
1488,1489,89,4,419.78
1489,1490,90,5,265.23
1490,1491,91,1,214.77
1491,1492,92,2,116.66
1492,1493,93,3,442.23
1493,1494,94,4,85.69
1494,1495,95,5,12.04
1495,1496,96,1,413.49
1496,1497,97,2,308.03
1497,1498,98,3,320.08
1498,1499,99,4,138.39
1499,1500,100,5,142.98
1500,1501,101,1,206.49
1501,1502,102,2,19.40
1502,1503,103,3,111.38
1503,1504,104,4,490.31
2704,705,105,5,176.15
2705,706,106,1,411.57
2706,707,107,2,429.71
2707,708,108,3,75.86
2708,709,109,4,198.67
2709,710,110,5,453.03
2710,711,111,1,378.09
2711,712,112,2,375.33
2712,713,113,3,451.95
2713,714,114,4,339.85
2714,715,115,5,272.45
2715,716,116,1,225.79
2716,717,117,2,159.17
2717,718,118,3,412.74
2718,719,119,4,246.41
2719,720,120,5,81.59
2720,721,121,1,149.28
2721,722,122,2,86.84
2722,723,123,3,52.77
2723,724,124,4,300.42
2724,725,125,5,46.46
2725,726,126,1,104.61
2726,727,127,2,57.90
2727,728,128,3,100.92
2728,729,129,4,305.73
2729,730,130,5,17.82
2730,731,131,1,148.11
2731,732,132,2,35.98
2732,733,133,3,20.14
2733,734,134,4,460.57
2734,735,135,5,224.49
2735,736,136,1,350.18
2736,737,137,2,187.35
2737,738,138,3,391.18
2738,739,139,4,81.28
2739,740,140,5,260.95
2740,741,141,1,171.98
2741,742,142,2,157.70
2742,743,143,3,389.42
2743,744,144,4,473.44
2744,745,145,5,152.60
2745,746,146,1,336.03
2746,747,147,2,443.45
2747,748,148,3,71.54
2748,749,149,4,87.05
2749,750,150,5,426.67
2750,751,151,1,214.27
2751,752,152,2,253.97
2752,753,153,3,203.90
2753,754,154,4,344.49
2754,755,155,5,208.54
2755,756,156,1,164.80
2756,757,157,2,128.71
2757,758,158,3,126.03
2758,759,159,4,478.93
2759,760,160,5,471.89
2760,761,161,1,419.39
2761,762,162,2,77.82
2762,763,163,3,101.84
2763,764,164,4,208.81
2764,765,165,5,413.60
2765,766,166,1,102.58
2766,767,167,2,225.51
2767,768,168,3,139.30
2768,769,169,4,231.04
2769,770,170,5,343.73
2770,771,171,1,476.74
2771,772,172,2,321.15
2772,773,173,3,70.44
2773,774,174,4,135.82
2774,775,175,5,55.03
2775,776,176,1,291.88
2776,777,177,2,412.87
2777,778,178,3,486.22
2778,779,179,4,361.97
2779,780,180,5,123.52
2780,781,181,1,31.28
2781,782,182,2,262.16
2782,783,183,3,344.89
2783,784,184,4,499.63
2784,785,185,5,352.31
2785,786,186,1,346.66
2786,787,187,2,190.78
2787,788,188,3,138.85
2788,789,189,4,86.60
2789,790,190,5,203.42
2790,791,191,1,322.07
2791,792,192,2,106.73
2792,793,193,3,459.01
2793,794,194,4,173.12
2794,795,195,5,459.77
2795,796,196,1,85.58
2796,797,197,2,250.29
2797,798,198,3,114.93
2798,799,199,4,112.74
2799,800,200,5,373.64
2800,801,1,1,179.76
2801,802,2,2,420.19
2802,803,3,3,382.69
2803,804,4,4,147.50
2804,805,5,5,62.49
2805,806,6,1,259.30
2806,807,7,2,45.85
2807,808,8,3,116.77
2808,809,9,4,330.72
2809,810,10,5,70.51
2810,811,11,1,278.31
2811,812,12,2,150.00
2812,813,13,3,378.19
2813,814,14,4,323.82
2814,815,15,5,471.52
2815,816,16,1,271.70
2816,817,17,2,414.48
2817,818,18,3,282.62
2818,819,19,4,337.67
2819,820,20,5,490.20
2820,821,21,1,296.00
2821,822,22,2,47.58
2822,823,23,3,236.04
2823,824,24,4,190.04
2824,825,25,5,16.86
2825,826,26,1,436.51
2826,827,27,2,396.72
2827,828,28,3,310.73
2828,829,29,4,240.75
2829,830,30,5,157.77
2830,831,31,1,165.52
2831,832,32,2,92.63
2832,833,33,3,406.41
2833,834,34,4,244.66
2834,835,35,5,261.01
2835,836,36,1,83.78
2836,837,37,2,21.46
2837,838,38,3,380.74
2838,839,39,4,116.40
2839,840,40,5,183.03
2840,841,41,1,407.16
2841,842,42,2,459.09
2842,843,43,3,278.85
2843,844,44,4,454.79
2844,845,45,5,27.24
2845,846,46,1,293.59
2846,847,47,2,368.43
2847,848,48,3,373.49
2848,849,49,4,445.74
2849,850,50,5,297.43
2850,851,51,1,75.77
2851,852,52,2,46.29
2852,853,53,3,152.51
2853,854,54,4,338.78
2854,855,55,5,63.68
2855,856,56,1,186.62
2856,857,57,2,356.70
2857,858,58,3,279.41
2858,859,59,4,448.23
2859,860,60,5,293.25
2860,861,61,1,407.07
2861,862,62,2,201.37
2862,863,63,3,199.40
2863,864,64,4,237.13
2864,865,65,5,305.17
2865,866,66,1,39.32
2866,867,67,2,223.77
2867,868,68,3,389.65
2868,869,69,4,204.55
2869,870,70,5,87.91
2870,871,71,1,444.72
2871,872,72,2,321.64
2872,873,73,3,241.71
2873,874,74,4,116.52
2874,875,75,5,444.99
2875,876,76,1,313.24
2876,877,77,2,331.17
2877,878,78,3,104.47
2878,879,79,4,63.53
2879,880,80,5,452.60
2880,881,81,1,233.94
2881,882,82,2,462.49
2882,883,83,3,347.02
2883,884,84,4,383.26
2884,885,85,5,486.55
2885,886,86,1,219.20
2886,887,87,2,269.25
2887,888,88,3,263.12
2888,889,89,4,24.07
2889,890,90,5,209.24
2890,891,91,1,367.02
2891,892,92,2,418.53
2892,893,93,3,82.11
2893,894,94,4,305.80
2894,895,95,5,410.15
2895,896,96,1,212.33
2896,897,97,2,488.42
2897,898,98,3,492.62
2898,899,99,4,344.45
2899,900,100,5,221.79
2900,901,101,1,371.50
2901,902,102,2,313.15
2902,903,103,3,195.13
2903,904,104,4,187.45
2904,905,105,5,403.95
2905,906,106,1,20.76
2906,907,107,2,349.53
2907,908,108,3,473.68
2908,909,109,4,433.25
2909,910,110,5,117.21
2910,911,111,1,139.22
2911,912,112,2,90.65
2912,913,113,3,241.91
2913,914,114,4,295.25
2914,915,115,5,176.51
2915,916,116,1,393.62
2916,917,117,2,410.57
2917,918,118,3,458.65
2918,919,119,4,490.25
2919,920,120,5,319.24
2920,921,121,1,238.56
2921,922,122,2,90.80
2922,923,123,3,308.18
2923,924,124,4,276.67
2924,925,125,5,383.71
2925,926,126,1,354.88
2926,927,127,2,33.98
2927,928,128,3,230.13
2928,929,129,4,109.14
2929,930,130,5,289.43
2930,931,131,1,35.03
2931,932,132,2,202.67
2932,933,133,3,407.62
2933,934,134,4,248.66
2934,935,135,5,140.05
2935,936,136,1,137.89
2936,937,137,2,473.25
2937,938,138,3,196.55
2938,939,139,4,356.94
2939,940,140,5,419.80
2940,941,141,1,326.41
2941,942,142,2,398.47
2942,943,143,3,343.76
2943,944,144,4,255.98
2944,945,145,5,494.48
2945,946,146,1,43.53
2946,947,147,2,312.15
2947,948,148,3,482.68
2948,949,149,4,264.45
2949,950,150,5,400.40
2950,951,151,1,31.57
2951,952,152,2,226.98
2952,953,153,3,83.42
2953,954,154,4,152.63
2954,955,155,5,488.46
2955,956,156,1,255.21
2956,957,157,2,168.03
2957,958,158,3,219.11
2958,959,159,4,407.58
2959,960,160,5,13.09
2960,961,161,1,300.19
2961,962,162,2,374.56
2962,963,163,3,176.35
2963,964,164,4,340.86
2964,965,165,5,355.87
2965,966,166,1,269.26
2966,967,167,2,218.54
2967,968,168,3,215.16
2968,969,169,4,481.80
2969,970,170,5,33.45
2970,971,171,1,313.42
2971,972,172,2,236.98
2972,973,173,3,357.12
2973,974,174,4,334.01
2974,975,175,5,75.22
2975,976,176,1,233.04
2976,977,177,2,124.33
2977,978,178,3,120.33
2978,979,179,4,259.35
2979,980,180,5,148.16
2980,981,181,1,255.28
2981,982,182,2,55.54
2982,983,183,3,447.10
2983,984,184,4,182.56
2984,985,185,5,432.06
2985,986,186,1,23.49
2986,987,187,2,447.87
2987,988,188,3,75.64
2988,989,189,4,457.77
2989,990,190,5,47.63
2990,991,191,1,140.98
2991,992,192,2,273.44
2992,993,193,3,71.12
2993,994,194,4,33.29
2994,995,195,5,260.66
2995,996,196,1,182.28
2996,997,197,2,167.73
2997,998,198,3,62.30
2998,999,199,4,461.14
2999,1000,200,5,476.28
3000,1001,1,1,66.98
3001,1002,2,2,125.56
3002,1003,3,3,219.66
3003,1004,4,4,121.57
3004,1005,5,5,234.41
3005,1006,6,1,96.78
3006,1007,7,2,450.02
3007,1008,8,3,197.75
3008,1009,9,4,262.96
3009,1010,10,5,247.80
3010,1011,11,1,393.36
3011,1012,12,2,413.30
3012,1013,13,3,264.65
3013,1014,14,4,354.68
3014,1015,15,5,185.65
3015,1016,16,1,232.25
3016,1017,17,2,388.05
3017,1018,18,3,124.22
3018,1019,19,4,406.51
3019,1020,20,5,313.64
3020,1021,21,1,306.89
3021,1022,22,2,349.52
3022,1023,23,3,478.60
3023,1024,24,4,52.92
3024,1025,25,5,56.74
3025,1026,26,1,74.08
3026,1027,27,2,409.26
3027,1028,28,3,24.86
3028,1029,29,4,386.31
3029,1030,30,5,36.36
3030,1031,31,1,209.33
3031,1032,32,2,181.31
3032,1033,33,3,235.89
3033,1034,34,4,469.01
3034,1035,35,5,259.73
3035,1036,36,1,479.69
3036,1037,37,2,142.33
3037,1038,38,3,397.12
3038,1039,39,4,370.31
3039,1040,40,5,195.02
3040,1041,41,1,261.29
3041,1042,42,2,341.24
3042,1043,43,3,478.95
3043,1044,44,4,222.42
3044,1045,45,5,392.31
3045,1046,46,1,316.63
3046,1047,47,2,495.69
3047,1048,48,3,449.17
3048,1049,49,4,147.51
3049,1050,50,5,167.17
3050,1051,51,1,485.92
3051,1052,52,2,464.62
3052,1053,53,3,401.81
3053,1054,54,4,439.75
3054,1055,55,5,29.20
3055,1056,56,1,113.73
3056,1057,57,2,189.64
3057,1058,58,3,128.92
3058,1059,59,4,136.43
3059,1060,60,5,120.72
3060,1061,61,1,123.14
3061,1062,62,2,159.35
3062,1063,63,3,369.06
3063,1064,64,4,488.85
3064,1065,65,5,216.81
3065,1066,66,1,153.10
3066,1067,67,2,392.99
3067,1068,68,3,396.98
3068,1069,69,4,251.80
3069,1070,70,5,55.95
3070,1071,71,1,417.27
3071,1072,72,2,149.34
3072,1073,73,3,455.46
3073,1074,74,4,385.46
3074,1075,75,5,36.06
3075,1076,76,1,199.20
3076,1077,77,2,166.14
3077,1078,78,3,474.30
3078,1079,79,4,492.08
3079,1080,80,5,194.26
3080,1081,81,1,231.25
3081,1082,82,2,395.18
3082,1083,83,3,479.48
3083,1084,84,4,288.12
3084,1085,85,5,466.11
3085,1086,86,1,228.52
3086,1087,87,2,285.04
3087,1088,88,3,415.54
3088,1089,89,4,97.93
3089,1090,90,5,386.16
3090,1091,91,1,100.40
3091,1092,92,2,255.47
3092,1093,93,3,56.47
3093,1094,94,4,239.36
3094,1095,95,5,183.87
3095,1096,96,1,468.10
3096,1097,97,2,484.33
3097,1098,98,3,371.94
3098,1099,99,4,119.40
3099,1100,100,5,144.11
3100,1101,101,1,362.58
3101,1102,102,2,412.96
3102,1103,103,3,98.51
3103,1104,104,4,102.97
3104,1105,105,5,52.63
3105,1106,106,1,21.98
3106,1107,107,2,163.82
3107,1108,108,3,67.96
3108,1109,109,4,414.04
3109,1110,110,5,21.28
3110,1111,111,1,297.98
3111,1112,112,2,410.89
3112,1113,113,3,24.11
3113,1114,114,4,115.91
3114,1115,115,5,398.84
3115,1116,116,1,89.25
3116,1117,117,2,377.87
3117,1118,118,3,154.09
3118,1119,119,4,404.39
3119,1120,120,5,304.74
3120,1121,121,1,39.26
3121,1122,122,2,483.39
3122,1123,123,3,152.45
3123,1124,124,4,298.27
3124,1125,125,5,285.31
3125,1126,126,1,101.13
3126,1127,127,2,117.45
3127,1128,128,3,439.79
3128,1129,129,4,257.40
3129,1130,130,5,145.46
3130,1131,131,1,333.31
3131,1132,132,2,28.72
3132,1133,133,3,387.25
3133,1134,134,4,90.60
3134,1135,135,5,287.23
3135,1136,136,1,273.88
3136,1137,137,2,407.17
3137,1138,138,3,143.30
3138,1139,139,4,346.08
3139,1140,140,5,380.15
3140,1141,141,1,239.80
3141,1142,142,2,83.02
3142,1143,143,3,326.43
3143,1144,144,4,112.04
3144,1145,145,5,492.07
3145,1146,146,1,489.24
3146,1147,147,2,334.72
3147,1148,148,3,424.34
3148,1149,149,4,383.45
3149,1150,150,5,88.26
3150,1151,151,1,272.85
3151,1152,152,2,23.59
3152,1153,153,3,355.33
3153,1154,154,4,261.85
3154,1155,155,5,432.39
3155,1156,156,1,147.89
3156,1157,157,2,14.09
3157,1158,158,3,205.96
3158,1159,159,4,42.76
3159,1160,160,5,300.02
3160,1161,161,1,157.44
3161,1162,162,2,487.13
3162,1163,163,3,86.68
3163,1164,164,4,301.30
3164,1165,165,5,101.88
3165,1166,166,1,85.21
3166,1167,167,2,184.77
3167,1168,168,3,421.27
3168,1169,169,4,249.21
3169,1170,170,5,244.91
3170,1171,171,1,459.40
3171,1172,172,2,117.67
3172,1173,173,3,227.11
3173,1174,174,4,230.82
3174,1175,175,5,406.78
3175,1176,176,1,31.32
3176,1177,177,2,472.63
3177,1178,178,3,477.17
3178,1179,179,4,222.61
3179,1180,180,5,168.77
3180,1181,181,1,179.39
3181,1182,182,2,380.30
3182,1183,183,3,453.38
3183,1184,184,4,112.73
3184,1185,185,5,397.31
3185,1186,186,1,265.70
3186,1187,187,2,166.62
3187,1188,188,3,391.34
3188,1189,189,4,286.56
3189,1190,190,5,319.98
3190,1191,191,1,73.90
3191,1192,192,2,64.61
3192,1193,193,3,130.43
3193,1194,194,4,422.76
3194,1195,195,5,181.44
3195,1196,196,1,331.68
3196,1197,197,2,158.23
3197,1198,198,3,11.20
3198,1199,199,4,33.31
3199,1200,200,5,241.27
3200,1201,1,1,234.15
3201,1202,2,2,294.12
3202,1203,3,3,42.01
3203,1204,4,4,110.57
3204,1205,5,5,309.07
3205,1206,6,1,179.63
3206,1207,7,2,44.91
3207,1208,8,3,327.96
3208,1209,9,4,239.02
3209,1210,10,5,155.00
3210,1211,11,1,306.66
3211,1212,12,2,183.48
3212,1213,13,3,86.26
3213,1214,14,4,486.13
3214,1215,15,5,402.75
3215,1216,16,1,54.75
3216,1217,17,2,252.83
3217,1218,18,3,243.29
3218,1219,19,4,192.64
3219,1220,20,5,378.43
3220,1221,21,1,395.19
3221,1222,22,2,248.67
3222,1223,23,3,475.88
3223,1224,24,4,369.64
3224,1225,25,5,167.67
3225,1226,26,1,140.84
3226,1227,27,2,439.35
3227,1228,28,3,375.34
3228,1229,29,4,232.01
3229,1230,30,5,430.10
3230,1231,31,1,262.60
3231,1232,32,2,206.78
3232,1233,33,3,271.29
3233,1234,34,4,254.63
3234,1235,35,5,269.33
3235,1236,36,1,478.46
3236,1237,37,2,59.93
3237,1238,38,3,488.29
3238,1239,39,4,430.69
3239,1240,40,5,136.32
3240,1241,41,1,410.70
3241,1242,42,2,463.28
3242,1243,43,3,74.82
3243,1244,44,4,362.81
3244,1245,45,5,306.12
3245,1246,46,1,466.65
3246,1247,47,2,109.36
3247,1248,48,3,373.26
3248,1249,49,4,166.05
3249,1250,50,5,364.08
3250,1251,51,1,210.11
3251,1252,52,2,53.42
3252,1253,53,3,249.86
3253,1254,54,4,499.20
3254,1255,55,5,110.91
3255,1256,56,1,391.82
3256,1257,57,2,424.96
3257,1258,58,3,471.37
3258,1259,59,4,475.91
3259,1260,60,5,41.09
3260,1261,61,1,109.73
3261,1262,62,2,297.51
3262,1263,63,3,34.74
3263,1264,64,4,10.31
3264,1265,65,5,399.63
3265,1266,66,1,76.00
3266,1267,67,2,161.94
3267,1268,68,3,136.19
3268,1269,69,4,474.43
3269,1270,70,5,333.44
3270,1271,71,1,181.07
3271,1272,72,2,163.53
3272,1273,73,3,206.57
3273,1274,74,4,257.46
3274,1275,75,5,241.24
3275,1276,76,1,201.31
3276,1277,77,2,215.32
3277,1278,78,3,85.24
3278,1279,79,4,242.90
3279,1280,80,5,323.72
3280,1281,81,1,494.92
3281,1282,82,2,149.47
3282,1283,83,3,418.77
3283,1284,84,4,471.88
3284,1285,85,5,429.29
3285,1286,86,1,363.51
3286,1287,87,2,98.60
3287,1288,88,3,196.25
3288,1289,89,4,226.00
3289,1290,90,5,245.25
3290,1291,91,1,19.55
3291,1292,92,2,159.66
3292,1293,93,3,285.80
3293,1294,94,4,455.42
3294,1295,95,5,136.63
3295,1296,96,1,310.33
3296,1297,97,2,39.28
3297,1298,98,3,226.77
3298,1299,99,4,489.00
3299,1300,100,5,280.54
3300,1301,101,1,300.09
3301,1302,102,2,280.43
3302,1303,103,3,36.79
3303,1304,104,4,362.62
3304,1305,105,5,121.54
3305,1306,106,1,441.36
3306,1307,107,2,244.73
3307,1308,108,3,455.18
3308,1309,109,4,84.44
3309,1310,110,5,343.81
3310,1311,111,1,215.54
3311,1312,112,2,419.89
3312,1313,113,3,120.84
3313,1314,114,4,394.68
3314,1315,115,5,12.97
3315,1316,116,1,39.02
3316,1317,117,2,161.02
3317,1318,118,3,123.34
3318,1319,119,4,196.56
3319,1320,120,5,125.62
3320,1321,121,1,311.24
3321,1322,122,2,171.50
3322,1323,123,3,285.85
3323,1324,124,4,260.23
3324,1325,125,5,288.86
3325,1326,126,1,307.71
3326,1327,127,2,463.86
3327,1328,128,3,235.85
3328,1329,129,4,474.23
3329,1330,130,5,230.25
3330,1331,131,1,471.85
3331,1332,132,2,15.40
3332,1333,133,3,355.67
3333,1334,134,4,269.69
3334,1335,135,5,186.34
3335,1336,136,1,116.47
3336,1337,137,2,90.82
3337,1338,138,3,163.50
3338,1339,139,4,427.06
3339,1340,140,5,13.73
3340,1341,141,1,207.31
3341,1342,142,2,304.14
3342,1343,143,3,116.14
3343,1344,144,4,336.83
3344,1345,145,5,139.93
3345,1346,146,1,22.52
3346,1347,147,2,188.68
3347,1348,148,3,436.82
3348,1349,149,4,78.76
3349,1350,150,5,323.20
3350,1351,151,1,425.95
3351,1352,152,2,340.52
3352,1353,153,3,388.27
